,carat,cut,color,clarity,depth,table,price,x,y,z
30362,0.31,Ideal,D,VS2,60.7,57.0,803,4.37,4.4,2.66
5385,1.0,Good,I,SI1,63.8,58.0,3920,6.32,6.28,4.02
43256,0.5,Fair,D,VVS1,65.9,64.0,1792,4.92,5.03,3.28
35880,0.37,Ideal,E,VS2,62.6,56.0,1041,4.61,4.56,2.87
36569,0.5,Good,E,SI2,63.7,55.0,1077,5.03,5.08,3.22
33964,0.29,Very Good,H,VVS1,62.0,55.0,478,4.24,4.27,2.64
18669,1.52,Premium,D,SI2,62.8,58.0,8631,7.37,7.28,4.6
6473,0.9,Ideal,G,SI1,61.9,55.0,4161,6.18,6.23,3.84
25912,0.23,Very Good,G,VVS2,62.3,57.0,431,3.9,3.92,2.43
13690,1.25,Very Good,I,VS2,62.7,58.0,5975,6.74,6.95,4.29
32881,0.32,Ideal,E,VS2,61.7,55.0,900,4.42,4.36,2.71
472,0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64
35538,0.53,Ideal,H,SI2,61.6,54.0,1020,5.22,5.26,3.23
4681,0.91,Very Good,E,SI2,63.8,60.0,3751,6.05,6.09,3.87
29798,0.41,Very Good,G,SI2,63.4,58.0,784,4.73,4.7,2.99
34889,0.24,Very Good,E,VVS1,61.5,59.0,485,3.99,4.01,2.46
35874,0.37,Ideal,E,VS2,61.9,53.0,1041,4.65,4.62,2.87
36887,0.38,Ideal,F,VVS1,62.3,54.0,1096,4.64,4.7,2.91
10357,1.08,Ideal,H,SI1,62.8,57.0,4964,6.55,6.51,4.1
10119,1.01,Good,D,SI1,64.1,60.0,4909,6.3,6.27,4.03
20511,2.01,Fair,H,SI2,64.9,56.0,10184,7.88,7.81,5.09
33616,0.34,Ideal,F,VVS1,62.9,56.0,935,4.45,4.48,2.81
5049,0.7,Ideal,D,VS1,62.3,55.0,3840,5.64,5.68,3.53
44030,0.59,Very Good,H,VVS1,63.7,56.0,1870,5.35,5.38,3.42
1528,0.73,Very Good,F,SI1,61.3,56.0,3023,5.78,5.84,3.56
15819,1.0,Good,E,VS1,60.6,63.0,6822,6.28,6.42,3.85
24956,2.03,Ideal,H,SI1,62.9,57.0,16900,8.07,7.99,5.05
3773,0.7,Ideal,D,VS1,62.2,56.0,3535,5.69,5.72,3.55
29696,0.32,Very Good,F,VVS2,62.3,57.0,778,4.38,4.41,2.73
19141,1.43,Ideal,G,SI1,62.6,57.0,8969,7.18,7.14,4.48
19919,1.2,Very Good,G,VVS1,62.8,56.0,9609,6.73,6.75,4.23
2025,0.8,Ideal,F,SI1,61.0,56.0,3137,5.98,6.05,3.67
16519,1.04,Ideal,E,SI1,61.8,56.0,7208,6.49,6.53,4.02
29713,0.32,Ideal,E,VVS2,60.4,59.0,779,4.45,4.49,2.7
14735,1.51,Ideal,H,SI2,61.7,57.0,6384,7.39,7.36,4.55
35404,0.4,Ideal,F,VVS2,61.5,59.0,1015,4.75,4.81,2.94
20320,1.53,Premium,I,VS2,62.0,58.0,10013,7.36,7.41,4.58
41602,0.5,Premium,E,VS2,61.4,58.0,1629,5.1,5.07,3.12
35704,0.5,Fair,G,VS2,65.7,57.0,1031,4.97,4.9,3.24
12937,1.01,Very Good,G,VS2,63.2,57.0,5701,6.35,6.3,4.0
7116,0.34,Good,F,SI1,61.9,56.0,581,4.5,4.52,2.79
8102,1.05,Premium,F,SI2,62.6,59.0,4475,6.43,6.47,4.04
31139,0.39,Very Good,F,VS2,60.1,56.0,832,4.77,4.82,2.88
36095,0.4,Very Good,E,VS1,61.8,56.0,1053,4.74,4.77,2.94
33952,0.32,Ideal,G,SI1,62.5,55.0,477,4.35,4.38,2.73
26663,0.31,Ideal,E,VS2,61.5,56.0,680,4.34,4.37,2.68
44342,0.52,Ideal,G,VVS2,61.7,56.0,1911,5.14,5.16,3.18
42482,0.54,Ideal,D,SI1,62.6,55.0,1715,5.23,5.19,3.26
39226,0.62,Ideal,J,VS1,62.3,54.0,1297,5.46,5.49,3.41
3006,0.77,Premium,F,VS1,62.7,58.0,3357,5.82,5.88,3.67
40954,0.71,Premium,H,SI2,61.7,59.0,1567,5.76,5.72,3.54
6566,1.11,Premium,E,SI2,61.6,61.0,4177,6.66,6.61,4.09
47891,0.74,Very Good,G,SI2,63.3,57.0,2398,5.73,5.7,3.62
11480,1.0,Fair,H,VS1,64.6,59.0,5242,6.3,6.26,4.06
38997,0.7,Fair,E,I1,66.1,58.0,1273,5.61,5.51,3.67
425,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54
14751,1.51,Premium,F,SI2,62.7,58.0,6393,7.33,7.29,4.58
49071,0.7,Very Good,F,VS2,61.6,60.0,2593,5.63,5.71,3.49
21652,0.31,Ideal,I,VS1,61.7,55.0,424,4.36,4.39,2.7
29954,0.34,Ideal,E,SI2,61.3,55.0,454,4.49,4.52,2.76
4693,1.02,Fair,F,SI2,65.5,59.0,3754,6.27,6.24,4.1
5316,1.11,Very Good,J,SI1,62.0,58.0,3901,6.57,6.62,4.09
23194,0.4,Premium,E,SI2,60.5,59.0,640,4.74,4.78,2.88
38291,0.31,Ideal,E,IF,63.0,55.0,1214,4.34,4.37,2.73
16490,1.2,Ideal,H,VS2,60.8,55.0,7190,6.9,6.85,4.18
6856,1.14,Good,G,SI2,63.7,60.0,4233,6.69,6.6,4.24
7015,1.01,Ideal,G,SI2,61.7,56.0,4260,6.47,6.43,3.98
45567,0.71,Very Good,H,SI1,61.4,58.0,2076,5.72,5.78,3.53
4111,1.01,Good,I,VS2,63.6,57.0,3620,6.3,6.21,3.98
37152,0.33,Premium,H,IF,61.8,60.0,1114,4.44,4.4,2.73
24605,1.52,Premium,E,VS1,60.1,59.0,16187,7.49,7.45,4.49
28234,0.32,Ideal,G,VVS2,61.1,55.0,730,4.42,4.45,2.71
25091,0.27,Very Good,E,SI1,60.6,57.0,646,4.19,4.25,2.55
4799,1.04,Premium,G,SI1,60.3,58.0,3780,6.6,6.55,3.96
37697,0.46,Premium,E,VS2,61.3,57.0,1156,5.02,4.99,3.07
13582,0.3,Ideal,G,VS1,62.3,56.0,605,4.29,4.32,2.68
44349,0.58,Ideal,G,VS1,61.5,55.0,1911,5.36,5.41,3.31
44112,0.55,Ideal,F,VS1,61.6,57.0,1881,5.23,5.29,3.24
47007,0.85,Premium,J,VS2,60.7,58.0,2295,6.12,6.08,3.71
45768,0.5,Very Good,E,VVS2,59.1,61.0,2106,5.19,5.23,3.08
45201,0.71,Ideal,G,SI2,62.2,56.0,2023,5.7,5.74,3.56
8700,0.9,Ideal,F,SI2,62.4,55.0,4593,6.17,6.2,3.86
49903,0.8,Good,D,SI1,63.7,57.0,2738,5.88,5.8,3.72
3123,0.31,Good,I,SI1,63.5,56.0,408,4.28,4.32,2.73
10590,1.26,Premium,J,VS2,62.5,58.0,5015,6.9,6.92,4.32
42786,0.59,Very Good,E,SI1,61.3,58.0,1748,5.41,5.45,3.33
32646,0.31,Ideal,G,IF,62.1,54.0,891,4.37,4.39,2.72
9305,1.31,Very Good,G,SI2,63.4,58.0,4714,6.91,6.8,4.35
7693,1.01,Good,E,SI1,59.3,64.0,4399,6.47,6.49,3.84
24949,1.76,Premium,G,VS2,61.5,58.0,16879,7.78,7.74,4.77
49341,0.72,Ideal,I,VVS1,61.3,57.0,2642,5.74,5.77,3.53
43835,0.23,Very Good,D,VVS2,61.3,59.0,530,3.91,3.99,2.42
16312,1.14,Very Good,D,SI1,60.2,60.0,7106,6.7,6.85,4.08
38991,0.55,Premium,E,SI2,61.9,58.0,1273,5.24,5.2,3.23
30498,0.36,Ideal,E,SI1,62.1,56.0,810,4.59,4.56,2.84
37862,0.55,Ideal,F,SI2,62.4,56.0,1175,5.22,5.26,3.27
17659,1.07,Ideal,G,VS1,62.1,57.0,7858,6.48,6.57,4.05
35336,0.36,Ideal,E,VS2,61.1,56.0,1013,4.63,4.6,2.82
45139,0.52,Ideal,G,VVS2,61.7,56.0,2012,5.16,5.14,3.18
9901,0.33,Ideal,H,SI1,63.0,56.0,594,4.42,4.41,2.78
26038,0.4,Ideal,J,VVS2,61.9,55.0,662,4.74,4.79,2.95
49163,0.71,Good,E,SI1,63.8,54.0,2606,5.66,5.72,3.63
38957,0.51,Very Good,H,VS2,63.5,60.0,1268,5.04,5.01,3.19
47544,0.31,Ideal,H,VS1,61.7,57.0,544,4.34,4.38,2.69
27484,0.24,Ideal,H,VVS2,62.5,54.0,442,3.95,3.98,2.48
10757,1.02,Ideal,G,SI1,62.8,57.0,5055,6.38,6.35,4.0
49113,0.74,Ideal,E,SI2,60.9,57.0,2594,5.83,5.89,3.57
9054,1.01,Good,G,SI1,63.6,57.0,4672,6.37,6.33,4.04
10041,1.14,Premium,G,SI2,60.4,59.0,4884,6.8,6.78,4.1
28892,0.41,Premium,F,SI1,59.8,59.0,755,4.82,4.85,2.89
47483,0.7,Premium,F,SI1,62.5,59.0,2354,5.67,5.65,3.54
36019,0.4,Ideal,G,VVS2,62.4,56.0,1050,4.68,4.64,2.91
26296,0.4,Ideal,I,VS2,62.3,54.0,667,4.74,4.77,2.96
9364,0.9,Very Good,D,VS2,58.8,61.0,4729,6.27,6.32,3.7
39156,0.32,Premium,F,VVS1,60.7,58.0,1294,4.43,4.4,2.68
26975,0.36,Premium,G,SI1,62.0,59.0,689,4.56,4.53,2.82
20551,1.59,Premium,I,VS2,60.2,60.0,10222,7.61,7.58,4.57
46796,0.71,Ideal,I,VS2,62.1,57.0,2270,5.72,5.64,3.53
4132,0.81,Ideal,F,VS2,61.9,55.0,3624,6.0,5.95,3.7
15752,1.35,Premium,F,SI2,62.8,60.0,6804,7.08,7.0,4.42
16950,1.01,Very Good,F,VS1,62.9,58.0,7455,6.29,6.31,3.96
25357,2.02,Premium,I,VS2,59.0,59.0,17893,8.34,8.27,4.9
31752,0.4,Premium,E,SI2,62.9,59.0,855,4.69,4.66,2.94
13494,1.5,Very Good,J,SI2,58.7,60.0,5902,7.46,7.54,4.4
39379,0.52,Ideal,D,SI2,60.7,56.0,1320,5.22,5.25,3.18
29040,0.32,Ideal,D,VS2,61.0,57.0,758,4.42,4.46,2.71
44595,0.55,Very Good,E,VS1,62.8,56.0,1941,5.2,5.24,3.28
5381,1.0,Good,I,SI1,62.9,64.0,3920,6.27,6.23,3.93
5315,0.73,Ideal,F,VVS1,62.7,56.0,3900,5.76,5.72,3.6
12420,1.16,Ideal,G,SI1,60.9,57.0,5519,6.79,6.75,4.12
32664,0.3,Ideal,F,IF,60.9,56.0,892,4.32,4.35,2.64
28531,0.25,Premium,E,VVS2,61.5,59.0,740,4.04,4.02,2.48
47807,0.7,Very Good,I,VVS2,62.4,61.0,2394,5.6,5.75,3.54
47501,0.6,Ideal,F,VS2,61.5,56.0,2358,5.43,5.47,3.35
42797,0.84,Good,F,I1,60.8,64.0,1749,6.05,6.03,3.67
47243,0.31,Ideal,G,VS2,61.6,55.0,544,4.37,4.39,2.7
9431,1.19,Premium,I,SI2,62.6,58.0,4745,6.75,6.7,4.21
15827,1.01,Premium,D,VS2,61.0,59.0,6827,6.44,6.41,3.92
15782,0.32,Premium,G,SI1,62.6,58.0,612,4.35,4.31,2.71
26219,0.25,Ideal,G,SI1,62.3,53.0,363,4.06,4.09,2.54
18179,1.5,Good,I,SI1,63.1,54.0,8258,7.31,7.34,4.62
6834,0.91,Premium,D,SI1,62.8,57.0,4228,6.17,6.12,3.86
30716,0.31,Ideal,E,VVS2,61.6,57.0,816,4.33,4.37,2.68
17441,1.03,Ideal,G,VS2,61.1,57.0,7726,6.51,6.54,3.99
10156,1.14,Ideal,H,SI1,62.2,57.0,4916,6.73,6.67,4.17
2629,0.9,Good,G,SI2,58.4,55.0,3269,6.34,6.39,3.72
7699,0.31,Very Good,F,VS2,60.7,61.0,583,4.36,4.4,2.66
30473,0.32,Ideal,D,VS2,61.5,55.0,808,4.43,4.45,2.73
26543,0.3,Very Good,E,SI1,63.4,56.0,675,4.25,4.23,2.69
49405,0.3,Premium,D,SI1,62.5,58.0,552,4.27,4.31,2.68
4522,0.77,Ideal,D,VS2,61.8,56.0,3721,5.84,5.9,3.63
16829,1.04,Ideal,G,VS1,61.2,58.0,7375,6.5,6.53,3.99
34169,0.37,Ideal,F,VS2,61.1,57.0,957,4.67,4.63,2.84
37869,0.5,Good,D,SI2,61.9,63.0,1175,5.05,5.07,3.13
28833,0.31,Very Good,E,VVS1,60.3,57.0,752,4.41,4.44,2.67
35408,0.41,Premium,D,SI1,59.6,59.0,1015,4.85,4.82,2.88
2543,0.7,Ideal,E,VS1,62.1,55.0,3248,5.72,5.77,3.57
21007,1.5,Ideal,H,SI1,61.3,57.0,10725,7.38,7.4,4.53
10467,1.01,Premium,E,SI1,59.9,59.0,4991,6.49,6.46,3.88
38204,0.43,Ideal,D,VS1,61.9,55.0,1207,4.85,4.87,3.01
24996,2.01,Very Good,F,SI2,62.0,54.0,17005,8.03,8.12,5.01
40602,0.51,Good,G,VS2,63.9,56.0,1443,5.1,5.07,3.25
16668,1.5,Good,F,SI2,64.1,55.0,7291,7.15,7.11,4.57
36984,0.5,Fair,G,SI1,67.1,59.0,1103,4.96,4.84,3.29
15942,1.01,Premium,F,VS2,59.2,61.0,6900,6.59,6.55,3.89
33766,0.42,Very Good,D,SI1,63.3,58.0,942,4.75,4.73,3.0
39594,0.52,Very Good,E,SI1,61.1,62.0,1343,5.16,5.18,3.16
21404,1.16,Ideal,F,VVS2,60.5,57.0,11120,6.8,6.86,4.13
35641,0.35,Very Good,F,IF,62.0,54.0,1027,4.55,4.58,2.83
31909,0.34,Ideal,H,IF,61.7,56.0,863,4.5,4.51,2.78
7169,1.03,Ideal,G,SI2,62.9,57.0,4290,6.37,6.47,4.04
29354,0.35,Premium,E,VS2,60.7,60.0,767,4.55,4.58,2.77
12198,1.24,Very Good,I,SI1,60.4,58.0,5456,6.95,7.02,4.22
28410,0.26,Ideal,H,VS1,62.1,56.0,448,4.13,4.15,2.56
17384,1.0,Very Good,G,IF,62.2,61.0,7682,6.38,6.41,3.98
29945,0.28,Ideal,F,SI1,62.3,54.0,453,4.21,4.23,2.63
30261,0.34,Very Good,I,SI1,60.4,56.0,459,4.54,4.56,2.75
27821,0.43,Premium,E,SI2,61.2,59.0,716,4.82,4.89,2.97
23583,1.5,Ideal,F,VS2,62.4,55.0,14199,7.31,7.25,4.54
4533,0.7,Very Good,E,VVS1,60.9,59.0,3724,5.67,5.81,3.5
19491,1.5,Premium,J,VS1,62.8,59.0,9240,7.29,7.19,4.55
12942,1.01,Premium,G,VS2,61.1,60.0,5701,6.46,6.37,3.92
30067,0.41,Ideal,D,SI1,60.8,57.0,791,4.8,4.84,2.93
23914,2.01,Very Good,I,VS1,63.5,59.0,14792,8.03,7.93,5.07
20976,1.5,Good,H,VS2,63.9,60.0,10692,7.17,7.22,4.6
23424,2.2,Good,H,SI2,63.6,58.0,13919,8.21,8.17,5.21
9748,1.02,Premium,D,SI2,62.5,59.0,4818,6.38,6.43,4.0
27967,0.32,Very Good,E,SI1,63.4,55.0,720,4.36,4.35,2.76
8469,1.06,Ideal,H,SI2,61.7,60.0,4547,6.53,6.51,4.02
17809,1.27,Premium,E,SI1,60.9,59.0,7980,7.03,6.97,4.26
21810,2.0,Premium,G,SI2,61.4,59.0,11544,8.14,8.06,4.97
30237,0.26,Ideal,G,VS1,61.4,56.0,456,4.12,4.16,2.54
2379,0.73,Premium,F,VS1,60.7,61.0,3211,5.79,5.75,3.5
17545,1.24,Premium,G,VS1,62.0,59.0,7800,6.92,6.88,4.28
111,0.74,Ideal,E,SI1,62.3,54.0,2762,5.8,5.83,3.62
14008,1.01,Premium,F,VS2,59.9,61.0,6097,6.5,6.46,3.88
24726,2.0,Very Good,I,VS2,60.4,60.0,16459,8.14,8.19,4.93
23708,1.72,Premium,H,VS1,59.3,59.0,14414,7.86,7.82,4.65
9388,1.33,Premium,F,SI2,60.4,60.0,4737,7.17,7.11,4.31
28893,0.41,Ideal,F,SI1,62.7,57.0,755,4.7,4.74,2.96
3546,0.7,Very Good,D,VS1,61.6,58.0,3477,5.67,5.73,3.51
4403,0.96,Premium,H,SI2,59.4,56.0,3690,6.47,6.42,3.83
7393,1.0,Premium,F,SI2,61.6,62.0,4333,6.37,6.3,3.9
30690,0.32,Very Good,E,VVS2,61.6,54.0,816,4.43,4.46,2.74
34142,0.51,Premium,F,SI2,62.9,59.0,956,5.11,5.07,3.2
35122,0.46,Fair,F,SI1,64.9,58.0,1003,4.81,4.77,3.11
22542,2.02,Fair,I,SI2,64.5,60.0,12592,7.94,7.82,5.08
25040,2.0,Good,D,SI2,64.1,57.0,17094,7.91,7.82,5.04
8347,1.28,Good,H,SI2,63.8,55.0,4516,6.84,6.79,4.35
5702,1.06,Very Good,H,SI2,62.6,60.0,3996,6.43,6.47,4.04
7120,0.97,Ideal,J,VS1,61.3,57.0,4278,6.37,6.41,3.92
23404,1.43,Premium,D,VS2,62.6,59.0,13873,7.19,7.21,4.51
27383,0.3,Ideal,E,VS1,62.5,54.0,703,4.27,4.32,2.69
371,0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78
36161,0.4,Ideal,E,VVS2,61.7,57.0,1056,4.77,4.73,2.93
6259,1.05,Premium,J,VS1,60.0,60.0,4116,6.46,6.43,4.0
15562,1.11,Premium,G,VS2,62.3,58.0,6713,6.65,6.61,4.13
38733,0.53,Very Good,F,SI1,59.6,58.0,1250,5.28,5.33,3.16
5942,0.91,Premium,D,SI2,61.1,60.0,4051,6.29,6.24,3.83
29654,0.26,Very Good,F,VS2,58.7,59.0,453,4.14,4.27,2.47
38227,0.38,Premium,I,SI2,60.0,59.0,500,4.69,4.71,2.82
44265,0.67,Good,F,SI1,60.2,61.0,1897,5.64,5.69,3.41
25755,0.32,Premium,H,VS2,61.4,60.0,648,4.41,4.39,2.7
17032,1.02,Premium,D,VS2,61.5,58.0,7485,6.51,6.44,3.98
38323,0.52,Premium,H,SI1,62.6,55.0,1219,5.16,5.12,3.22
7334,0.7,Ideal,D,VS1,61.5,57.0,4323,5.68,5.71,3.5
28640,0.33,Premium,E,SI1,60.4,59.0,743,4.47,4.43,2.69
47487,0.72,Premium,E,SI2,62.6,59.0,2355,5.7,5.74,3.58
24491,2.4,Premium,J,SI1,59.7,58.0,15920,8.75,8.71,5.21
41867,0.51,Premium,G,VS1,62.1,60.0,1656,5.1,5.11,3.17
38510,0.51,Fair,E,SI1,64.8,58.0,1237,5.07,5.02,3.27
40498,0.5,Very Good,F,VS2,63.0,58.0,1436,5.05,5.08,3.19
10431,1.23,Ideal,J,VS2,61.8,56.0,4986,6.87,6.81,4.23
3651,1.03,Ideal,F,I1,61.1,55.0,3507,6.54,6.51,3.99
23795,1.11,Ideal,D,VVS1,62.1,55.0,14584,6.63,6.64,4.12
3684,0.71,Ideal,D,VS1,60.9,57.0,3518,5.74,5.76,3.5
32294,0.41,Ideal,I,VS1,61.9,55.0,878,4.82,4.78,2.97
19542,1.5,Good,E,SI2,63.5,59.0,9281,7.25,7.28,4.61
29513,0.34,Very Good,G,VVS2,61.2,59.0,775,4.46,4.5,2.74
34588,0.24,Very Good,E,VVS2,63.6,54.0,485,3.96,4.0,2.53
13788,1.2,Very Good,H,SI1,58.9,60.0,6019,6.94,7.02,4.11
37682,0.44,Premium,G,VVS2,60.9,57.0,1155,4.93,4.89,2.99
6903,1.04,Premium,E,SI2,61.0,60.0,4240,6.57,6.52,3.99
7532,1.02,Ideal,G,SI2,62.0,55.0,4366,6.4,6.51,4.0
40045,0.5,Fair,E,VS2,66.3,55.0,1397,4.98,4.94,3.29
23703,2.2,Ideal,H,SI2,62.6,55.0,14408,8.34,8.31,5.21
25405,2.04,Very Good,H,SI1,62.5,61.0,17952,8.04,8.08,5.04
34370,0.38,Ideal,E,VS2,61.5,54.0,968,4.67,4.69,2.88
21537,1.5,Premium,F,VS2,61.1,59.0,11255,7.37,7.35,4.5
27354,0.32,Premium,E,VS2,61.0,59.0,702,4.44,4.45,2.71
14372,1.11,Ideal,D,SI2,61.3,56.0,6241,6.74,6.68,4.12
41659,0.58,Very Good,I,VVS1,63.0,57.0,1636,5.29,5.34,3.35
40594,0.58,Ideal,D,SI2,61.2,57.0,1442,5.4,5.36,3.29
33086,0.4,Good,G,VS2,62.8,54.4,909,4.67,4.7,2.94
36442,0.51,Very Good,F,SI2,62.7,56.0,1070,5.06,5.08,3.18
48378,0.63,Very Good,G,VVS2,62.3,55.0,2481,5.5,5.54,3.44
9461,1.01,Premium,D,SI1,62.8,58.0,4751,6.37,6.3,3.98
9840,1.07,Ideal,H,SI2,62.4,55.0,4840,6.56,6.59,4.1
7121,1.07,Premium,G,SI2,58.5,61.0,4278,6.71,6.59,3.89
38571,0.24,Ideal,H,IF,61.8,54.0,504,3.99,4.03,2.47
7464,1.02,Very Good,H,SI1,62.8,59.0,4348,6.33,6.38,3.99
47969,0.7,Ideal,F,SI1,62.2,56.0,2409,5.68,5.7,3.54
22205,2.01,Premium,J,SI2,62.4,59.0,12105,8.05,8.1,5.04
45142,0.52,Premium,G,VVS2,61.8,59.0,2012,5.16,5.13,3.18
40661,0.52,Very Good,G,VS2,63.3,57.0,1450,5.11,5.09,3.23
24252,2.01,Premium,I,VS1,61.5,62.0,15475,8.07,7.94,4.92
29536,0.3,Good,G,VS1,63.6,54.0,776,4.31,4.25,2.72
39545,0.53,Ideal,F,SI2,60.3,56.0,1335,5.25,5.3,3.18
15930,1.41,Ideal,J,SI1,62.3,55.0,6889,7.18,7.21,4.48
45545,0.72,Very Good,I,SI1,63.3,57.0,2074,5.73,5.67,3.61
32852,0.4,Premium,G,SI1,62.0,59.0,900,4.74,4.71,2.93
10498,0.34,Ideal,E,SI1,61.0,57.0,596,4.48,4.51,2.74
19796,0.34,Ideal,D,SI1,60.1,57.0,626,4.52,4.56,2.73
3851,0.91,Ideal,G,SI2,61.8,56.0,3557,6.21,6.24,3.85
28514,0.43,Good,E,SI1,63.4,57.0,739,4.81,4.84,3.06
16746,1.21,Premium,G,VS2,62.2,58.0,7320,6.78,6.88,4.25
30982,0.28,Premium,E,VVS1,61.3,60.0,828,4.21,4.18,2.57
22426,1.63,Premium,F,SI1,59.7,62.0,12394,7.73,7.65,4.59
31511,0.31,Ideal,H,VVS1,61.6,57.0,846,4.35,4.32,2.67
45663,0.33,Ideal,H,VS2,61.1,56.0,539,4.5,4.54,2.76
33168,0.44,Ideal,I,VVS2,60.8,56.0,912,4.9,4.93,2.99
15589,1.0,Premium,G,VS1,62.4,59.0,6727,6.4,6.35,3.98
27459,0.35,Ideal,F,VS2,61.4,54.0,706,4.54,4.58,2.8
44559,0.5,Ideal,G,VVS2,62.3,56.0,1935,5.09,5.05,3.16
23507,0.28,Very Good,F,VVS1,60.1,59.0,642,4.24,4.25,2.55
1320,0.77,Ideal,D,SI2,60.6,56.0,2973,5.9,5.95,3.59
42398,0.61,Good,H,VS1,60.1,60.3,1706,5.47,5.5,3.29
41052,0.52,Premium,H,VS1,59.2,60.0,1577,5.27,5.23,3.11
18330,1.03,Very Good,F,VVS2,61.3,57.0,8375,6.49,6.53,3.99
44055,0.7,Ideal,J,VS2,62.4,55.0,1874,5.68,5.7,3.55
37240,0.56,Ideal,J,SI1,61.8,58.0,1119,5.27,5.31,3.27
17527,1.21,Very Good,H,VS1,62.8,54.4,7786,6.78,6.81,4.26
8486,0.87,Ideal,G,VS2,61.4,55.0,4553,6.15,6.17,3.78
551,0.71,Ideal,F,VS1,61.5,57.0,2839,5.74,5.71,3.52
7276,1.07,Ideal,H,SI2,59.2,57.0,4314,6.7,6.64,3.95
20860,1.31,Ideal,G,VS1,62.0,53.0,10556,7.06,7.07,4.37
31129,0.39,Good,E,VS2,63.1,56.0,830,4.63,4.69,2.94
24974,2.28,Premium,H,SI2,61.9,61.0,16954,8.42,8.32,5.18
48948,0.71,Ideal,H,VS2,62.1,59.0,2572,5.73,5.68,3.55
32917,0.43,Good,G,SI1,63.6,55.0,903,4.83,4.79,3.06
37878,0.38,Ideal,E,VVS2,61.9,57.0,1176,4.65,4.63,2.87
94,0.75,Premium,G,VS2,61.7,58.0,2760,5.85,5.79,3.59
24009,1.33,Ideal,F,VVS2,61.9,55.0,15031,7.02,7.07,4.36
34763,0.42,Premium,G,VS1,62.4,59.0,984,4.8,4.78,2.99
36693,0.55,Ideal,H,SI1,62.2,54.0,1084,5.24,5.28,3.27
33682,0.32,Premium,G,VVS2,62.0,55.0,936,4.42,4.39,2.73
45324,0.55,Ideal,G,VVS1,62.0,55.0,2042,5.25,5.27,3.26
14846,1.02,Ideal,G,VS2,62.5,55.0,6418,6.43,6.49,4.04
37994,0.42,Ideal,D,VVS2,61.7,55.0,1185,4.79,4.83,2.97
39564,0.6,Ideal,D,SI2,61.3,59.0,1338,5.42,5.48,3.34
22743,1.72,Ideal,G,VS2,62.8,57.0,12830,7.65,7.58,4.78
14393,1.39,Ideal,J,VS2,60.3,57.0,6252,7.24,7.26,4.37
594,0.71,Ideal,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52
10633,1.07,Ideal,F,SI2,60.7,56.9,5027,6.62,6.65,4.02
46826,0.7,Very Good,E,SI1,61.3,61.0,2275,5.66,5.7,3.48
37774,0.46,Fair,D,VS1,67.3,61.0,1166,4.81,4.71,3.21
40934,0.57,Very Good,G,VS2,60.7,58.0,1565,5.31,5.37,3.24
35253,0.31,Very Good,D,VVS2,60.5,56.0,1009,4.38,4.41,2.66
11548,1.01,Premium,H,VS2,61.9,57.0,5260,6.42,6.35,3.95
43535,0.53,Ideal,G,VVS2,60.4,56.0,1818,5.29,5.24,3.18
22576,0.31,Premium,E,VS1,61.0,60.0,636,4.35,4.37,2.66
41539,0.53,Ideal,F,VS1,61.5,56.0,1624,5.21,5.25,3.22
19163,0.31,Ideal,F,VS2,61.9,54.0,625,4.35,4.38,2.7
38812,0.41,Ideal,G,IF,61.7,56.0,1259,4.78,4.81,2.96
4901,0.74,Ideal,E,VS1,62.1,53.0,3804,5.82,5.8,3.61
18383,1.09,Ideal,F,VS1,60.6,57.0,8422,6.62,6.64,4.02
36743,0.47,Fair,G,SI1,58.4,60.0,1086,5.16,5.12,3.0
21529,1.71,Premium,I,VS1,60.6,57.0,11246,7.82,7.73,4.71
44293,0.58,Ideal,E,VS2,61.8,57.0,1903,5.32,5.36,3.3
21952,1.5,Very Good,H,VVS2,62.9,59.0,11748,7.26,7.31,4.58
34735,0.51,Very Good,J,VS2,61.9,61.0,984,5.09,5.12,3.16
48325,0.7,Very Good,F,VS2,62.4,56.0,2473,5.63,5.66,3.52
1634,0.91,Premium,G,SI2,62.8,59.0,3047,6.14,6.12,3.85
35632,0.38,Premium,F,VS2,60.5,59.0,1026,4.72,4.67,2.84
31509,0.31,Ideal,G,VVS2,62.7,57.0,846,4.35,4.32,2.72
23786,1.5,Good,E,VS2,57.8,63.0,14565,7.58,7.53,4.37
38671,0.41,Premium,E,VVS2,61.8,59.0,1243,4.78,4.74,2.94
26193,0.33,Ideal,G,VS1,61.9,56.0,666,4.44,4.48,2.76
27894,0.32,Premium,G,VS2,59.9,57.0,720,4.51,4.47,2.69
9671,1.01,Premium,F,SI2,62.2,57.0,4796,6.43,6.36,3.98
43471,0.52,Premium,G,VS1,62.4,60.0,1815,5.12,5.11,3.19
17310,0.27,Very Good,E,VVS2,62.5,59.0,620,4.09,4.14,2.57
26074,0.36,Ideal,D,SI1,61.2,57.0,663,4.59,4.63,2.82
28750,0.41,Ideal,I,VS2,61.5,55.0,747,4.8,4.82,2.96
35515,0.28,Ideal,E,VS1,61.4,56.0,487,4.2,4.24,2.59
30399,0.43,Very Good,F,VS2,62.5,60.0,804,4.81,4.86,3.02
